title,company,salary,location,career,education,employment,preferred,salary_detail,work_days,work_place
[웨어러블 로봇 스타트업] 의료기기 설계문서 담당자(RA연계),(주)휴로틱스,,서울동작구,경력 3년 ↑,학력무관,"정규직, 계약직근무형태상세보기정규직수습기간 3개월계약직1년, 정규직 전환 가능닫기 근무형태 상세 설명",우대사항상세보기활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 동작구지도
MLOps 엔지니어 채용,(주)펀진,,서울전체,경력 3~5년,대졸(4년제) 이상(예정자 가능),정규직,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,"서울 성동구, 서울전체"
로봇 시스템 개발 엔지니어,(주)론픽,,부산전체,경력 3~5년,고교졸업 이상,정규직,,,,"부산전체, 부산 해운대구"
[AI 의료기기] 알고리즘 개발자를 모십니다.,(주)휴톰,,서울마포구,무관(신입포함),대졸(4년제) 이상,정규직수습기간 6개월,우대사항상세보기활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 마포구지도
AMS사업부 ACS 개발자 채용,(주)유진로봇,,인천연수구,경력 5~12년,"대졸(2,3년제) 이상",정규직,,,,"인천 연수구, 인천전체"
[가산] SW 테스트 엔지니어 (QA) 신입 및 경력 채용,(주)인피닉,,서울금천구,신입·경력 1~3년,학력무관(예정자 가능),정규직,우대사항상세보기근무조건인근거주자활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 금천구지도
(병역특례가능) On-Device AI Engineer (C++),(주)옵트에이아이,,서울강서구,무관(신입포함),대졸(4년제) 이상(예정자 가능),"정규직, 병역특례근무형태상세보기병역특례전문연구요원, 현역닫기 근무형태 상세 설명",우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,,서울 강서구지도
[(주) 액스비스] 선행기술팀 S/W개발 경력자 모집,(주)액스비스,,대전유성구,경력 1~8년,대졸(4년제) 이상(예정자 가능),정규직수습기간 3개월,"우대사항상세보기전공전기/전자공학, 공학계열, 반도체공학기타zemax, code-v, solidworks, autocad닫기 - 우대사항 상세",,,"대전 유성구, 대전전체, 전국지도"
각 부문 신입 및 경력직 모집,한맥콘트롤즈(주),,서울전체,신입·경력,"대졸(2,3년제) 이상",정규직,"우대사항상세보기활동/경험해당직무 근무경험※ 지원부문별 상이할 수 있으니, 상세요강에서 확인해주세요.닫기 - 우대사항 상세",,,"서울 강서구, 서울전체, 울산전체지도"
[더아이엠씨] 로봇 설계/제작 엔지니어,㈜더아이엠씨,,대구수성구,경력 3년 ↑,대졸(4년제) 이상,정규직수습기간 3개월,,,주 5일(월~금),"대구 수성구, 경북 경산시, 구미시지도"
이리온 로봇 자율주행 SW 개발(포항),(주)폴라리스쓰리디,,,경력 2~7년,대졸(4년제) 이상,정규직,"우대사항상세보기전공전기/전자공학, 컴퓨터/시스템공학, 공학계열활동/경험공모전 입상자, 해당직무 근무경험닫기 - 우대사항 상세",,,"경북 포항시, 경북전체"
물류 로봇 통합 제어(ROS) 소프트웨어 개발자 채용,(주)알티올,,인천연수구,경력 5~10년,"대졸(2,3년제) 이상",정규직,우대사항상세보기전공공학계열활동/경험해당직무 근무경험닫기 - 우대사항 상세,,주 5일(월~금),인천 연수구지도
스마트팩토리 자율주행로봇 S/W 개발자 채용 / 경력,인아텍앤코포 (주),,인천남동구,무관(신입포함),"대졸(2,3년제) 이상",정규직수습기간 3개월,우대사항상세보기전공기계/자동차/조선공학활동/경험해당직무 근무경험기타반도체 / LCD 자동화설비 및 물류설비 설계닫기 - 우대사항 상세,,,인천 남동구지도
